Accession,C_OEI06441,C_OEI06445,C_OEI06449,C_OEI06455,C_OEI06461,C_OEI06465,C_OEI06469,C_OEI06473,C_OEI06477,C_OEI06483,C_OEI06487,C_OEI06491,C_OEI06495,C_OEI06499,C_OEI06506,C_OEI06510,C_OEI06520,C_OEI06526,C_OEI06530,HCC_OEI06439,HCC_OEI06443,HCC_OEI06447,HCC_OEI06453,HCC_OEI06459,HCC_OEI06463,HCC_OEI06467,HCC_OEI06471,HCC_OEI06475,HCC_OEI06481,HCC_OEI06485,HCC_OEI06489,HCC_OEI06493,HCC_OEI06497,HCC_OEI06504,HCC_OEI06508,HCC_OEI06518,HCC_OEI06522,HCC_OEI06528
O00203,12982.20506,13018.84925,11376.6169,6218.552521,6163.22448,9023.622267,6496.939653,6434.673371,3926.520587,26487.36565,8609.186496,9803.673987,7973.096013,5532.781948,3492.549347,10643.11959,12132.80614,6927.359087,11016.54287,42122.26048,30329.4884,78399.79225,54892.41246,10003.60125,12680.70401,19955.58371,19838.78487,8037.584381,17805.76299,26717.03042,9603.977626,20170.24133,7475.100413,14546.64867,16148.306,14614.59875,11355.75171,32584.40629
Q53EL6,3173.859371,4920.396268,2047.334609,341.1102524,382.1984636,765.5523167,960.0639711,1637.073641,1213.783021,2696.367487,489.4095605,896.3516856,1584.519163,5142.906771,2141.436998,3205.183381,2081.434461,955.5000705,1032.412298,11252.98912,5670.412584,63272.96459,16402.76919,2245.17209,1685.353736,2677.047728,4525.919003,6998.636928,8259.510576,3204.217681,6034.059361,3966.748176,2736.965672,2972.392209,2224.86186,3096.023217,1889.663108,3163.370751
Q9HB07,2635.388417,2047.995537,1646.410698,503.1054206,1238.979954,978.8755033,766.582203,2411.264218,589.5162721,2511.479709,1942.006408,1623.23144,1381.309744,2345.150179,690.5245634,2786.177886,1678.139343,829.3909968,1797.520063,5500.950607,5430.913146,11220.34191,5223.550989,3557.664356,2216.810707,2242.149498,2206.405767,1020.799959,8164.891342,9578.400179,2316.736995,1793.668278,4080.902584,1394.640966,1592.566673,1991.11131,3386.802935,1837.795457
P30047,361733.1151,210801.2031,111074.0538,25251.94633,205353.4853,324200.9343,248727.8165,394189.8041,224485.3452,339371.9864,133288.0153,201126.2194,225132.0305,187047.316,74689.46915,225079.1879,141783.3314,68871.29047,178958.021,54859.40352,210860.3082,327400.5668,67587.77285,72618.60001,38867.41295,48354.97603,145765.8258,55975.2951,28191.99418,98028.36735,107237.6783,139402.375,175105.3934,31643.82804,50517.08954,12567.51977,53368.7129,8378.241573
P20700,386936.3488,247954.8664,97146.30507,72871.22491,104391.922,190292.0844,182251.2657,263017.9138,136844.1849,465643.883,178085.5858,145568.4918,211414.1576,343272.5031,111885.517,238942.3379,197623.4789,102625.892,165461.9809,724546.8382,676417.7341,1565721.077,608374.3728,162311.767,167454.086,483584.4309,430099.4328,266792.8799,829105.3529,1309857.022,426416.4578,471661.5142,336639.1276,489761.3894,156447.0896,357442.1251,320718.5073,337680.8097
Q9Y262,40261.17189,108078.5673,43953.7977,26312.57148,17373.22451,27854.21791,57224.27072,36410.17949,20685.72283,139055.2446,57919.08984,71910.54427,72862.78003,112109.4933,38034.61687,40981.38135,52725.06617,25515.71671,61650.30799,186183.3063,197596.0485,630333.6771,169974.5017,58717.64103,61015.11209,134685.9916,105264.0936,114145.9435,165582.8402,97671.86901,91672.24922,91297.50447,118981.8949,78918.83716,35450.42926,48866.94187,65360.31215,102855.4824
P11413,30564.84079,37813.44138,10115.35393,16230.96306,9476.927876,24436.21335,24684.21668,23067.58219,10645.79683,70037.15599,15567.95549,18590.49672,31732.19248,80583.95538,16554.83197,25098.98474,15230.58632,8491.185144,33399.93197,92780.87399,139020.3703,123325.9788,74281.06311,30684.5198,46667.61875,233547.5055,50289.30301,40324.87367,200187.8484,60543.95836,40481.03617,77223.02305,88547.59555,60364.11212,105033.6527,95447.06438,23834.88117,376699.9137
Q15149,405448.7448,1163538.968,592120.6478,394179.7016,289631.073,288657.207,699652.7089,565585.6868,294787.2424,2352249.744,777022.6056,779876.5354,969295.5517,1403817.466,436358.6763,786792.8602,1063702.679,586631.859,944441.9675,2170361.849,2919105.837,7184688.733,2754561.317,1448602.391,1493252.543,1233354.114,1079139.657,1872163.529,1445510.866,1157269.171,1073799.344,3407338.651,1124472.764,932336.5865,431360.3678,2786324.677,1285451.165,2107466.439
Q9BWD1,961664.4477,440862.6711,253520.4255,168077.3165,444713.2505,768990.3153,389158.3144,1027408.929,1169733.045,1377377.023,662808.7287,826265.3408,685306.9847,1213486.001,384029.5011,1352542.133,377163.0337,340979.055,517988.1767,189799.7108,353711.7675,844657.1079,1482161.509,642126.8934,74261.98772,306146.6448,595468.3964,307750.6986,229404.2627,497596.3713,268982.2031,288437.0908,521317.2813,122803.9145,97077.02035,146631.9498,335150.2198,105517.4887
O95373,639.9668269,2990.438364,1472.857607,923.259016,119.4290494,2832.89466,1705.403003,3030.613085,1253.027298,4963.439198,1562.622911,1365.142653,1183.331862,2376.909382,386.9082978,1320.20172,349.0046844,520.5117416,1796.046398,9095.199036,2709.079267,24244.45634,12120.91474,138.4125958,3046.860458,9353.900445,6927.640807,3759.461154,16966.42565,6640.777617,10103.93443,5213.169379,4412.472163,4908.33098,4444.445433,2096.902844,2645.625352,10267.08542
O75477,48470.9199,55277.39491,47630.09964,14590.57309,29943.66431,34100.80202,47155.65196,53804.70671,14689.87256,81593.56413,52008.3502,23301.88046,60892.86485,51793.33042,29660.79055,26140.903,56865.24046,20255.25042,34629.96416,29313.33413,25457.8763,78816.79194,65671.81136,19484.91892,63465.79971,14812.17198,15039.64097,14769.85679,25311.5729,18533.81652,9023.839192,11665.66936,21652.93364,16894.34642,5535.870957,13730.19887,11181.68443,18756.29385
Q92890,24604.52305,23022.32902,8376.334694,4820.663965,11473.8035,18707.41561,10818.8141,19075.59889,18460.6285,44900.2922,11368.41083,15005.5295,22452.9852,24799.25041,4973.133873,25754.2583,17543.53981,6444.800809,17179.49404,56362.32832,48476.18351,125881.836,60868.93848,23534.22845,20455.05505,42135.004,22575.55328,15600.83747,21301.63441,55336.79097,21683.10745,32992.83541,30806.08558,10728.92749,9674.514004,21063.15437,14378.11724,30895.01625
B4DYI2,1276.794724,4721.001801,734.6399004,1775.515583,860.2506397,1377.373306,5087.590553,293.2842876,276.8571254,1875.197285,3485.950897,1222.428287,1927.310242,4985.287465,987.5537925,1246.59154,1873.706055,960.225561,5278.194806,21086.65656,10203.73033,22550.20504,14497.48871,1798.1881,2954.605512,8206.720936,4518.079416,3880.924484,6261.856098,14225.08064,7633.433066,4078.679165,4336.841185,7235.306409,3745.326063,6507.637498,4119.495883,11399.56127
Q9Y617,492159.7357,242524.9654,345769.3552,63206.66846,162396.1416,204757.2775,310734.5863,295777.2415,309544.8509,495225.5014,169286.9192,444398.9479,277098.2625,374463.2043,217782.6467,473001.0277,330111.5857,162591.1673,281936.376,53972.05123,129460.6559,931365.5013,236443.1456,72105.61388,41973.62554,131380.2832,137661.0257,164257.8836,96370.63049,220576.0287,284176.2775,74856.71464,218870.1602,69048.77827,92378.16626,71429.32963,135620.8486,250018.2012
Q9BY44,26785.53327,22093.26014,10318.70431,5643.17536,12866.51775,16075.83745,11209.45886,16803.77396,12064.53201,30852.38347,12023.43878,24722.69816,15080.90657,22268.37868,8280.964197,17270.55353,8426.18487,9648.115023,15933.12764,43294.76191,51708.61826,103153.8119,72377.50112,24224.79859,24208.3522,29363.43666,23055.64952,23770.96689,38171.80429,33538.12123,20085.69947,23961.56009,31858.79344,17155.52802,17153.79439,50655.76941,24203.98375,23861.04061
Q9Y2T3,164181.3661,214040.7261,137813.3346,70717.70141,148053.9609,187688.0187,116042.2113,300794.4826,321596.5678,876769.5439,254732.6234,422059.1259,226346.1931,195797.7861,140667.732,496621.9549,534533.4018,172236.3548,122239.8875,152965.5066,77530.74072,353712.1406,244194.4886,159902.9201,193395.0068,102225.4788,96632.74169,101712.3833,81721.05,97280.41366,115028.738,184873.0551,333379.5814,33146.59556,37634.3232,108666.9329,114457.8949,44935.0445
Q63HM1,37959.74904,36522.37167,10573.02545,7902.57992,19457.56899,43766.29477,19014.24438,21252.87977,35473.92525,48547.791,26442.34056,31023.33657,39784.64974,36499.87065,19051.65837,25350.59039,26415.80824,15731.82451,18780.18152,18862.86086,47219.80281,33882.99267,105848.7003,13484.39301,18247.39002,9218.297973,14556.2139,14277.26598,14455.2758,25409.74773,7550.055715,19585.61477,30947.58003,11294.00857,2001.867746,6918.610485,13839.56001,5790.185863
P55884,96245.21436,72644.99294,33128.92699,18951.49693,49425.57536,77610.18779,41610.65632,76485.88446,68496.18676,158563.0465,55342.17883,76899.26175,65567.68601,74328.85943,25675.55446,80464.60687,74340.25806,40692.68389,60924.56625,143440.3685,158335.772,419368.0373,225497.3821,72534.86928,73889.7215,129426.6323,76351.09538,85795.59454,161802.7615,154226.8857,129453.4408,126976.0224,131592.2859,74685.05456,48826.25131,59782.0791,71503.61852,138030.3465
Q8TCS8,239.5400162,545.980896,398.3106766,62.029281,250.9788399,95.04000092,278.0205365,479.7316513,218.9150001,1046.081174,592.2601235,359.0173874,284.6434441,609.8011589,59.97123528,914.4271141,937.7141707,407.6847655,811.5239261,851.8926468,1203.157124,2756.118927,1502.889587,1361.993951,1038.801916,1389.374939,943.8024018,843.9825866,309.6551056,720.7979927,1241.71221,928.295187,1054.13916,496.8743362,535.1847346,1015.985824,1398.301743,802.0396435
P40227,147655.5346,188542.5734,77734.57969,49073.63165,103037.2105,110225.2298,108239.2935,180060.5099,103942.6258,343439.3249,124859.3744,151746.6075,143502.3002,185941.9165,80301.40189,239592.3894,174940.3177,94215.51713,142370.2126,257432.3046,368135.6574,634377.614,537802.2548,206940.8087,149448.9516,307540.4267,140228.4141,166508.1646,219429.9014,330863.6729,118544.1299,284052.3124,158793.6566,98535.96835,108475.9176,158407.6298,155327.011,264518.0883
Q9H5Q4,228.7176514,592.273071,292.8817227,25.09525434,169.0036142,289.7865908,78.91477633,149.5586913,6.754923528,1590.464784,1285.065693,405.3191528,629.4564441,572.6864725,108.0791651,331.1783192,581.2388533,490.2565753,1638.833486,1046.546077,3151.381119,8610.611781,234.5598791,499.9185118,1432.95085,8059.641193,1980.619295,368.6574063,2679.290031,6500.563228,1496.611308,859.5393563,1834.760466,1170.813388,1747.17297,812.1167176,1489.420798,1893.050863
P11586,3220860.776,6412080.65,3947416.456,1680264.893,3959233.581,3153296.574,4037329.773,4376183.61,3105879.324,10148350.17,3692141.22,5806956.501,5540288.118,4179884.669,2858464.858,6583028.498,5452421.753,2704645.82,4489022.043,1257535.071,9431044.865,2296997.099,17121485.15,5171378.688,1794450.842,1384524.862,2484154.777,1194331.95,571676.5248,1778817.242,1213135.434,2619913.623,4757611.529,945017.6304,432974.2939,766079.516,1891509.32,861603.2887
P43243,248913.3864,167828.578,52999.68403,48225.34106,87179.07179,171583.8856,99728.90245,258183.6035,121006.2369,252437.6543,117023.7912,94344.02642,133186.2665,186506.0236,55339.85529,165805.7873,116863.1133,62274.78034,130411.5338,414099.818,418057.1405,998035.0929,1034153.529,144068.9035,124393.0631,379707.4628,179389.3416,164213.7331,364305.4996,391074.6532,225119.6877,288039.7314,215915.7735,172385.7245,112970.6883,214200.2016,187486.6749,264957.2234
O95782,22675.29378,88555.19785,23585.69782,20501.09508,11886.37766,21689.97743,63744.23983,31895.84164,14535.97187,166613.2007,49872.90544,62438.10027,82492.69577,125844.5902,32503.46588,32349.12794,66467.71385,37793.46503,46271.36472,131493.9505,90999.24194,767939.2151,322801.2088,47345.59856,83582.88562,123042.6957,107719.1233,119810.1029,112309.5317,93539.17631,78575.3859,96401.78612,138957.426,82345.97857,32324.72584,97331.84327,79493.58731,163815.504
P00167,8414678.939,2825073.688,2282934.341,711128.1809,4720869.127,4291496.158,3642051.395,6026531.044,2927815.562,6035264.444,2082115.557,2394961.285,2853349.671,2997510.766,1651546.524,2744234.76,2679708.156,1741836.35,2336457.545,967992.4415,5635658.517,953912.6487,3180759.853,2677924.857,775108.7831,1639445.606,1721147.265,1143221.494,515523.2509,1856027.434,783601.7418,1294930.285,2339169.619,716026.4706,426339.5161,461378.7012,1595887.601,123391.4815
Q969I3,191521.4323,194558.8081,57202.64459,34258.04872,119116.4662,156435.8122,67034.4467,212992.2415,184011.0879,367189.8252,78348.82466,183513.3449,215093.5713,161035.7003,78685.7786,191641.2737,140937.5332,90330.54194,130904.0044,29921.71173,330189.3923,81885.09696,144358.6152,91510.01216,22967.63669,95882.02013,103020.3949,79156.21864,20830.23026,40735.90089,49445.137,69007.08821,225925.2588,18191.62899,18106.83542,15518.12319,69854.55037,13978.00134
